,SX,M (€),R (mois),F (mois),CA_MOIS (€),CA_TRIM (€),CA_SEM (€),CA_ANNU (€),AG (an),NB_LIV_ENF (unité),NB_LIV_ADO (unité),NB_LIV_ROM (unité),NB_LIV_ART (unité),NB_LIV_BRIC (unité),NB_LIV_ESS (unité),NB_LIV_HIST (unités),NB_LIV_SCI (unité),NB_LIV_GEO (unités),NB_LIV_ECO (unité),NB_LIV_FIN (unité)
00042703,F,354,12,6,0,0,0,708,28,2,0,2,0,1,0,1,1,0,0,0
00042705,F,62,8,2,0,0,0,372,12,0,1,0,0,0,1,0,0,0,0,0
00042708,F,36,10,1,0,0,0,432,10,0,0,0,0,1,0,0,0,0,0,0
00042709,F,311,8,2,0,0,0,1866,16,2,0,0,0,0,0,0,0,0,0,0
00042713,F,200,14,2,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0
00042715,F,108,30,1,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0
00042716,F,298,16,2,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0
00042717,F,20,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00042719,F,65,6,1,0,0,390,780,6,0,0,0,0,0,1,0,0,0,0,0
00042723,M,299,16,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0
00042724,F,32,12,2,0,0,0,192,18,0,1,0,1,0,0,0,0,0,0,0
00042725,F,276,16,9,0,0,0,0,34,1,0,2,2,0,2,2,0,0,0,0
00042726,M,76,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00042730,M,201,14,9,0,0,0,0,32,1,2,2,1,0,2,1,0,0,0,0
00042731,F,234,12,10,0,0,0,281,46,2,1,2,0,1,0,4,0,0,0,0
00042733,M,297,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00042735,F,186,24,10,0,0,0,0,60,1,2,3,2,0,1,1,0,0,0,0
00042737,F,102,4,1,0,0,612,1224,4,0,0,0,0,0,0,1,0,0,0,0
00042740,F,264,34,2,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0
00042741,F,229,30,2,0,0,0,0,32,1,0,1,0,0,0,0,0,0,0,0
00042746,F,147,10,1,0,0,0,1764,10,0,0,0,0,0,0,1,0,0,0,0
00042747,M,213,16,2,0,0,0,0,20,0,1,0,0,0,1,0,0,0,0,1
00042748,F,104,36,1,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0
00042750,F,206,16,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00042752,F,46,10,1,0,0,0,552,10,0,0,0,0,0,0,1,0,0,0,0
00042754,F,108,2,1,0,324,648,1296,2,1,0,0,0,0,0,0,0,0,0,0
00042755,F,237,8,2,0,0,0,1422,16,1,0,1,0,0,0,0,0,0,0,0
00042758,F,65,10,1,0,0,0,780,10,0,1,0,0,0,0,0,0,0,0,0
00042759,F,189,20,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
00042760,F,289,8,1,0,0,0,3468,8,0,0,1,0,0,0,0,0,0,0,1
00042761,M,101,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00042764,F,186,4,9,0,0,124,248,38,2,2,1,0,2,1,1,0,0,0,1
00042765,M,59,18,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0
00042766,M,390,14,9,0,0,0,0,36,4,0,4,1,0,0,0,0,0,0,0
00042767,F,238,6,1,0,0,1428,2856,6,0,0,1,0,0,0,0,0,0,0,0
00042768,F,322,34,12,0,0,0,0,60,1,1,5,1,0,1,3,1,0,0,0
00042770,F,336,6,9,0,0,224,448,42,1,1,2,0,3,2,0,0,0,0,1
00042771,M,176,16,5,0,0,0,0,32,1,2,0,1,1,0,0,0,0,0,0
00042773,F,194,16,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0
00042777,F,251,12,9,0,0,0,335,50,2,0,2,2,1,0,2,0,0,0,0
00042778,F,403,12,11,0,0,0,440,58,3,1,5,0,1,0,1,1,0,0,0
00042779,F,130,12,2,0,0,0,780,14,0,1,0,1,0,0,0,0,0,0,0
00042781,F,189,2,2,0,284,567,1134,8,1,0,0,0,1,0,0,0,0,0,0
00042782,M,194,24,2,0,0,0,0,30,0,1,1,0,0,0,0,0,0,0,0
00042784,M,238,6,12,0,0,119,238,72,8,0,3,0,0,1,0,0,0,0,0
00042786,M,246,22,9,0,0,0,0,60,1,0,2,2,2,1,1,1,1,1,0
00042793,F,283,24,1,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
00042794,F,315,16,8,0,0,0,0,36,0,0,4,2,1,1,0,1,1,1,0
00042795,M,124,18,2,0,0,0,0,26,0,0,2,0,0,0,0,1,0,0,0
00042800,M,54,12,1,0,0,0,648,12,0,0,0,0,0,0,1,0,0,0,0
00042801,F,218,4,2,0,0,654,1308,8,1,0,0,0,0,1,0,0,0,0,0
00042804,F,194,14,2,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0
00042806,F,214,10,11,0,0,0,233,64,5,1,1,1,1,0,2,0,0,0,0
00042807,F,184,36,1,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0
00042812,M,242,18,3,0,0,0,0,30,0,0,0,0,1,1,1,0,0,0,1
00042813,F,43,28,2,0,0,0,0,34,0,0,2,0,0,0,0,1,0,0,0
00042814,F,150,16,7,0,0,0,0,44,2,1,0,2,0,0,2,0,0,0,1
00042817,F,401,10,11,0,0,0,437,70,5,0,3,1,0,1,1,0,0,0,0
00042818,F,93,12,1,0,0,0,1116,12,0,0,0,1,0,0,0,0,0,0,0
00042819,F,42,2,2,0,63,126,252,10,0,0,0,0,0,1,1,0,0,0,0
00042821,F,241,24,1,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
00042823,F,211,22,4,0,0,0,0,34,1,1,2,0,0,0,0,0,0,0,0
00042826,M,146,4,5,0,0,175,350,18,1,0,2,1,0,0,1,0,0,0,0
00042828,F,300,10,1,0,0,0,3600,10,0,0,0,0,1,0,0,0,0,0,0
00042830,M,146,10,1,0,0,0,1752,10,0,0,0,0,0,1,0,0,0,0,0
00042832,F,185,22,2,0,0,0,0,30,0,0,1,0,1,0,0,0,0,0,0
00042833,M,255,6,2,0,0,765,1530,12,0,0,2,0,0,0,0,1,0,0,0
00042834,F,285,16,2,0,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0
00042835,F,123,16,6,0,0,0,0,44,2,0,0,0,0,1,3,0,0,1,1
00042836,F,81,16,2,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0
00042837,F,148,34,2,0,0,0,0,42,0,1,0,0,1,0,0,0,0,0,0
00042838,F,338,10,12,0,0,0,338,56,5,1,4,0,0,1,1,0,0,0,0
00042839,F,113,4,1,0,0,678,1356,4,0,0,0,0,0,0,1,0,0,0,0
00042840,F,332,8,10,0,0,0,398,38,2,0,2,1,2,0,3,0,0,0,0
00042841,F,400,14,12,0,0,0,0,68,6,1,1,1,2,0,1,0,0,0,0
00042846,F,152,10,9,0,0,0,203,50,1,0,3,0,0,1,4,1,0,0,0
00042847,M,83,14,2,0,0,0,0,18,0,0,0,1,0,0,1,0,0,0,0
00042848,F,371,24,7,0,0,0,0,44,2,1,2,0,1,0,1,0,0,0,0
00042851,F,238,2,2,0,357,714,1428,6,2,0,0,0,0,0,0,0,0,0,0
00042855,F,251,12,2,0,0,0,1506,18,1,0,0,0,0,0,1,0,0,0,0
00042856,F,276,12,3,0,0,0,1104,18,1,0,0,1,0,0,1,0,0,0,0
00042857,M,304,10,1,0,0,0,3648,10,1,0,0,0,0,0,0,0,0,0,0
00042858,M,111,8,2,0,0,0,666,16,0,0,1,0,1,0,0,0,0,0,0
00042863,F,247,12,2,0,0,0,1482,20,0,0,1,0,0,1,0,0,0,0,0
00042864,F,360,12,5,0,0,0,864,40,0,0,0,2,1,0,2,0,0,0,0
00042867,M,136,6,6,0,0,136,272,20,0,0,1,4,0,0,1,1,0,0,0
00042868,F,387,6,11,0,0,211,422,40,0,2,5,2,1,0,1,0,0,0,0
00042869,F,248,10,3,0,0,0,992,22,0,0,2,1,0,0,0,0,0,0,0
00042872,M,93,24,1,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0
00042873,F,30,14,2,0,0,0,0,18,1,0,0,0,0,1,0,0,0,1,1
00042875,F,80,32,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0
00042877,F,112,16,6,0,0,0,0,50,2,1,1,0,1,1,0,0,0,0,0
00042878,F,456,4,11,0,0,249,497,68,1,2,5,2,1,0,0,0,0,0,0
00042880,M,174,12,2,0,0,0,1044,16,0,0,1,0,0,0,1,0,0,0,0
00042882,M,351,8,6,0,0,0,702,22,1,0,3,0,0,0,2,0,0,0,0
00042883,F,420,4,11,0,0,229,458,36,1,3,3,1,0,0,3,1,0,0,0
00042885,F,98,8,2,0,0,0,588,10,0,1,0,0,0,1,0,0,0,0,0
00042886,F,263,12,1,0,0,0,3156,12,0,0,0,1,0,0,0,0,0,0,0
00042891,F,259,12,1,0,0,0,3108,12,0,1,0,0,0,0,0,0,0,0,0
00042895,M,242,12,4,0,0,0,726,32,1,1,1,0,0,0,1,0,0,0,1
00042898,F,353,14,7,0,0,0,0,42,0,1,2,0,2,0,2,1,1,0,0
00042899,F,245,28,12,0,0,0,0,60,1,2,2,5,1,0,1,0,0,0,0
00042901,F,161,26,1,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0
00042905,F,188,4,9,0,0,125,251,46,0,1,5,0,0,3,0,1,0,0,0
00042908,F,122,2,1,0,366,732,1464,2,1,0,0,0,0,0,0,0,0,0,1
00042909,F,325,16,12,0,0,0,0,70,5,1,1,3,0,0,2,0,0,0,0
00042912,F,155,14,10,0,0,0,0,54,2,3,1,1,1,1,1,0,0,0,0
00042913,M,199,10,7,0,0,0,341,50,0,0,4,1,1,0,1,0,0,0,0
00042915,F,317,16,7,0,0,0,0,40,1,0,3,0,0,2,1,0,0,0,0
00042917,F,259,10,2,0,0,0,1554,12,1,0,0,0,0,1,0,0,0,0,0
00042918,F,273,14,6,0,0,0,0,44,2,0,1,0,2,1,0,0,0,0,0
00042919,F,136,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00042923,F,261,12,1,0,0,0,3132,12,0,1,0,0,0,0,0,0,0,0,0
00042924,F,61,6,2,0,0,183,366,8,2,0,0,0,0,0,0,0,0,0,0
00042925,M,126,12,2,0,0,0,756,18,0,0,1,1,0,0,0,0,0,0,0
00042926,F,111,16,3,0,0,0,0,24,1,0,1,1,0,0,0,0,0,0,0
00042927,F,248,12,7,0,0,0,425,50,1,1,2,1,0,0,2,0,0,0,0
00042938,F,252,10,11,0,0,0,275,36,0,0,4,2,0,1,4,1,0,1,0
00042939,F,315,6,3,0,0,630,1260,20,2,0,0,0,0,1,0,0,0,1,0
00042940,F,299,18,7,0,0,0,0,60,3,0,3,1,0,0,0,0,0,0,0
00042943,M,137,6,1,0,0,822,1644,6,1,0,0,0,0,0,0,0,0,0,0
00042945,F,123,10,2,0,0,0,738,16,1,0,1,0,0,0,0,0,0,0,0
00042946,F,399,4,10,0,0,239,479,36,0,3,3,1,0,1,2,1,0,1,0
00042949,F,357,14,4,0,0,0,0,32,1,0,1,0,1,1,0,0,0,0,1
00042953,M,68,30,2,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0
00042954,F,357,16,9,0,0,0,0,52,1,1,2,2,2,0,1,1,1,0,0
00042955,M,48,12,1,0,0,0,576,12,0,0,0,1,0,0,0,0,0,0,0
00042956,F,312,6,9,0,0,208,416,52,1,1,4,0,0,2,1,0,0,0,1
00042957,F,189,14,9,0,0,0,0,36,2,0,4,0,0,1,2,0,0,0,0
00042958,F,142,12,1,0,0,0,1704,12,1,0,0,0,0,0,0,0,0,0,0
00042960,F,377,6,9,0,0,251,503,28,0,2,2,2,1,0,2,1,1,0,0
00042961,F,148,8,1,0,0,0,1776,8,0,0,1,0,0,0,0,0,0,0,0
00042962,F,179,4,2,0,0,537,1074,8,0,0,1,1,0,0,0,0,0,0,0
00042963,M,247,12,1,0,0,0,2964,12,0,0,1,0,0,0,0,0,0,0,1
00042964,F,139,16,6,0,0,0,0,42,0,1,1,2,0,1,1,1,0,1,1
00042968,M,430,2,12,0,108,215,430,44,5,2,3,1,0,0,1,1,0,0,0
00042969,F,224,20,2,0,0,0,0,24,0,0,0,0,1,1,0,0,0,0,0
00042973,F,173,2,1,0,519,1038,2076,2,0,0,0,0,0,0,1,0,0,0,1
00042979,M,87,12,1,0,0,0,1044,12,1,0,0,0,0,0,0,0,0,0,0
00042981,F,380,16,8,0,0,0,0,52,1,0,3,1,1,1,1,0,0,0,0
00042987,F,66,26,2,0,0,0,0,30,0,0,0,1,0,1,0,0,0,0,1
00042988,M,92,30,6,0,0,0,0,48,1,0,1,2,1,0,1,0,0,0,0
00042990,F,86,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00042991,F,188,10,2,0,0,0,1128,18,0,0,0,0,0,0,2,0,0,0,0
00042992,F,192,34,9,0,0,0,0,74,2,0,3,1,0,2,1,0,0,0,0
00042993,M,302,34,4,0,0,0,0,54,0,0,1,0,2,1,0,0,0,0,0
00042994,F,56,6,2,0,0,168,336,8,0,0,1,0,0,1,0,0,0,0,0
00042995,F,160,12,1,0,0,0,1920,12,0,0,0,0,0,0,1,0,0,0,0
00042996,M,147,10,2,0,0,0,882,18,1,0,1,0,0,0,0,0,0,0,0
00042997,F,265,8,2,0,0,0,1590,10,1,0,0,0,0,0,1,0,0,0,0
00042999,M,90,4,1,0,0,540,1080,4,0,0,0,0,1,0,0,0,0,0,0
00043002,F,258,6,2,0,0,774,1548,14,0,0,0,0,0,0,2,0,0,0,0
00043003,F,188,32,7,0,0,0,0,52,3,1,1,1,0,1,0,1,0,1,0
00043005,F,205,20,7,0,0,0,0,52,3,0,0,1,2,0,1,0,0,0,0
00043006,F,284,28,2,0,0,0,0,30,0,1,0,0,1,0,0,0,1,0,0
00043008,F,105,6,1,0,0,630,1260,6,0,0,1,0,0,0,0,0,0,0,0
00043010,F,199,16,10,0,0,0,0,70,2,3,1,1,0,1,2,0,0,0,0
00043013,M,280,8,2,0,0,0,1680,16,0,0,1,0,1,0,0,0,0,0,0
00043016,F,250,16,2,0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0
00043017,F,210,34,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
00043020,F,329,16,2,0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0
00043021,M,284,20,1,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0
00043023,F,279,10,7,0,0,0,478,48,0,0,2,0,1,1,3,1,1,1,0
00043025,F,43,22,1,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0
00043026,M,155,10,2,0,0,0,930,18,1,0,1,0,0,0,0,0,0,0,0
00043029,M,157,14,8,0,0,0,0,52,3,2,0,1,0,1,1,0,0,0,1
00043030,F,30,6,2,0,0,90,180,12,0,1,0,1,0,0,0,0,0,0,0
00043031,F,188,30,1,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0
00043033,M,280,12,9,0,0,0,373,38,1,3,0,2,2,0,1,0,0,0,0
00043034,F,214,16,2,0,0,0,0,22,0,1,1,0,0,0,0,0,0,0,0
00043036,F,239,14,2,0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,0
00043039,M,160,12,1,0,0,0,1920,12,0,0,1,0,0,0,0,0,0,0,0
00043041,M,155,14,2,0,0,0,0,22,0,0,0,1,0,1,0,0,0,0,0
00043042,M,462,4,11,0,0,252,504,60,2,1,1,0,2,1,4,0,0,0,1
00043043,M,31,12,2,0,0,0,186,20,1,0,0,1,0,0,0,0,0,0,0
00043047,M,295,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00043049,F,144,2,1,0,432,864,1728,2,0,0,0,0,0,1,0,0,0,0,0
00043050,F,213,8,11,0,0,0,232,52,3,1,3,2,1,0,1,0,0,0,0
00043051,M,87,10,1,0,0,0,1044,10,0,0,0,1,0,0,0,0,0,0,0
00043057,F,209,10,1,0,0,0,2508,10,0,0,0,0,0,0,1,0,0,0,0
00043062,F,116,18,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0
00043066,F,123,6,2,0,0,369,738,12,1,0,1,0,0,0,0,0,0,0,0
00043067,M,248,16,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00043069,M,258,4,1,0,0,1548,3096,4,1,0,0,0,0,0,0,0,0,0,0
00043072,M,217,16,2,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0
00043076,F,433,16,12,0,0,0,0,66,2,0,4,2,1,1,2,1,1,1,0
00043077,F,278,12,2,0,0,0,1668,18,0,0,2,0,0,0,0,0,0,0,0
00043078,F,158,14,5,0,0,0,0,24,0,1,3,0,0,1,0,0,0,0,0
00043080,M,322,30,2,0,0,0,0,34,1,1,0,0,0,0,0,0,0,0,0
00043082,M,298,30,2,0,0,0,0,36,0,0,1,0,0,1,0,0,0,0,0
00043083,F,57,12,2,0,0,0,342,18,0,0,1,0,0,1,0,0,0,0,0
00043084,F,87,12,2,0,0,0,522,18,0,1,0,0,0,1,0,0,0,1,0
00043088,M,291,20,1,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0
00043091,F,178,14,11,0,0,0,0,78,1,1,4,1,1,2,1,1,0,1,1
00043093,F,433,2,11,0,118,236,472,40,4,0,1,1,3,1,1,1,1,1,1
00043099,M,320,8,5,0,0,0,768,26,0,1,2,0,0,1,1,1,0,1,0
00043101,F,300,34,12,0,0,0,0,84,1,0,3,1,0,2,5,0,0,0,0
00043102,F,188,28,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0
00043107,F,191,12,1,0,0,0,2292,12,1,0,0,0,0,0,0,0,0,0,0
00043108,F,90,4,2,0,0,270,540,8,1,0,0,0,0,0,1,0,0,0,0
00043110,F,149,8,1,0,0,0,1788,8,0,0,0,0,0,0,1,0,0,0,0
00043113,F,297,2,1,0,891,1782,3564,2,0,0,0,0,0,1,0,0,0,0,0
00043115,M,324,6,10,0,0,194,389,56,1,0,2,4,0,2,1,1,0,1,0
00043118,F,187,30,2,0,0,0,0,32,0,0,0,1,1,0,0,0,0,0,0
00043119,F,193,4,9,0,0,129,257,52,1,0,2,4,0,1,1,0,0,0,0
00043120,F,332,14,5,0,0,0,0,40,1,1,0,0,1,1,1,0,0,0,0
00043122,F,158,4,2,0,0,474,948,8,0,0,0,1,0,1,0,0,0,1,0
00043123,F,212,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00043125,F,425,10,11,0,0,0,464,60,3,1,0,1,3,1,2,0,1,0,0
00043126,M,61,14,4,0,0,0,0,36,1,0,1,0,0,2,0,0,0,0,0
00043127,M,279,4,2,0,0,837,1674,12,0,0,1,1,0,0,0,0,0,0,0
00043130,F,183,2,1,0,549,1098,2196,2,1,0,0,0,0,0,0,0,0,0,0
00043132,M,313,14,2,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0
00043133,F,361,32,7,0,0,0,0,66,2,1,2,0,1,1,0,0,0,0,0
00043135,F,248,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00043136,M,247,6,4,0,0,371,741,24,0,1,3,0,0,0,0,0,0,0,0
00043137,M,251,6,7,0,0,215,430,40,3,0,0,1,1,1,1,0,0,0,0
00043139,F,173,2,2,0,260,519,1038,6,1,0,0,0,0,0,1,0,0,0,0
00043140,M,119,4,1,0,0,714,1428,4,1,0,0,0,0,0,0,0,0,0,0
00043143,M,424,12,12,0,0,0,424,58,1,0,5,2,2,2,0,1,0,0,0
00043144,M,162,20,2,0,0,0,0,24,1,0,1,0,0,0,0,1,0,0,0
00043145,M,16,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00043146,M,58,8,2,0,0,0,348,10,0,1,0,1,0,0,0,0,0,0,0
00043149,F,52,6,1,0,0,312,624,6,0,0,1,0,0,0,0,0,0,0,0
00043150,F,42,10,1,0,0,0,504,10,0,0,1,0,0,0,0,0,0,0,0
00043153,M,257,10,10,0,0,0,308,60,1,0,2,3,1,0,3,0,0,0,0
00043154,M,103,16,5,0,0,0,0,38,0,0,2,2,0,0,1,0,0,0,1
00043158,M,116,32,2,0,0,0,0,38,0,0,1,0,0,0,1,0,0,0,0
00043160,F,295,10,1,0,0,0,3540,10,1,0,0,0,0,0,0,0,0,0,0
00043162,M,287,8,3,0,0,0,1148,14,0,0,0,1,2,0,0,0,0,0,0
00043164,F,136,16,2,0,0,0,0,18,0,0,1,0,1,0,0,0,1,0,0
00043166,M,237,2,12,0,59,119,237,60,1,1,4,1,3,1,1,0,0,0,0
00043167,F,223,12,1,0,0,0,2676,12,0,0,0,0,0,0,1,0,0,0,0
00043169,F,291,10,7,0,0,0,499,40,2,0,2,1,1,1,0,0,0,0,0
00043170,M,237,16,7,0,0,0,0,48,1,2,2,1,0,1,0,0,0,0,0
00043175,F,273,18,12,0,0,0,0,72,4,2,2,0,1,2,1,1,1,1,0
00043176,M,414,14,9,0,0,0,0,68,2,0,3,0,2,1,1,0,0,0,0
00043177,F,321,10,2,0,0,0,1926,18,1,0,0,0,0,0,1,0,0,0,0
00043180,M,293,8,8,0,0,0,440,30,1,3,3,1,0,0,0,0,0,0,0
00043182,F,248,16,2,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0
00043183,F,133,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1
00043190,F,190,8,1,0,0,0,2280,8,0,0,0,1,0,0,0,0,0,0,0
00043193,F,251,8,1,0,0,0,3012,8,1,0,0,0,0,0,0,0,0,0,0
00043194,F,108,16,2,0,0,0,0,22,0,0,2,0,0,0,0,1,0,0,0
00043197,F,188,6,2,0,0,564,1128,8,1,0,1,0,0,0,0,0,0,0,0
00043199,F,263,6,7,0,0,225,451,32,0,0,1,1,0,1,4,0,0,0,1
00043200,M,58,18,2,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,0
00043202,F,170,20,10,0,0,0,0,66,1,2,2,1,1,0,3,0,0,0,0
00043203,F,45,8,1,0,0,0,540,8,1,0,0,0,0,0,0,0,0,0,0
00043204,F,308,2,9,0,103,205,411,28,1,0,2,1,2,1,2,0,0,0,0
00043205,F,292,12,3,0,0,0,1168,18,1,0,0,0,2,0,0,0,0,0,0
00043206,F,256,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00043208,F,91,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00043210,F,253,12,2,0,0,0,1518,16,1,0,0,0,0,0,1,0,0,0,0
00043211,F,169,12,2,0,0,0,1014,14,0,0,2,0,0,0,0,0,0,0,0
00043212,F,320,28,2,0,0,0,0,34,1,1,0,0,0,0,0,0,0,0,0
00043215,F,134,24,1,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0
00043216,F,104,18,1,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0
00043218,F,328,12,2,0,0,0,1968,16,1,0,0,0,0,0,1,0,0,0,0
00043220,M,208,10,1,0,0,0,2496,10,0,0,1,0,0,0,0,0,0,0,0
00043222,F,221,8,1,0,0,0,2652,8,0,0,1,0,0,0,0,0,0,0,0
00043223,M,291,34,5,0,0,0,0,52,3,1,1,0,0,0,0,1,0,0,0
00043224,F,128,28,1,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0
00043228,F,94,12,1,0,0,0,1128,12,0,0,1,0,0,0,0,0,0,0,0
00043229,F,115,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00043231,F,403,12,7,0,0,0,691,38,2,3,0,0,0,2,0,0,0,0,0
00043232,F,317,12,2,0,0,0,1902,16,1,0,1,0,0,0,0,1,0,0,0
00043234,M,206,6,4,0,0,309,618,24,0,2,0,0,1,1,0,0,0,0,0
00043235,F,75,28,2,0,0,0,0,34,1,0,0,0,0,0,1,0,0,0,0
00043238,F,229,36,1,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0
00043240,M,43,10,2,0,0,0,258,14,0,0,1,1,0,0,0,0,0,0,0
00043243,F,59,2,1,0,177,354,708,2,0,0,1,0,0,0,0,0,0,0,0
00043248,M,211,10,7,0,0,0,362,30,0,0,2,0,0,1,4,1,0,0,1
00043250,M,295,12,10,0,0,0,354,48,3,1,3,0,0,3,0,1,0,1,1
00043251,F,268,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00043253,M,442,34,10,0,0,0,0,76,4,2,0,3,0,1,0,0,0,1,0
00043255,F,201,10,1,0,0,0,2412,10,0,0,1,0,0,0,0,0,0,0,0
00043256,F,321,10,2,0,0,0,1926,14,1,0,0,0,1,0,0,0,1,0,0
00043257,F,171,20,2,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0
00043263,F,401,4,9,0,0,267,535,48,3,0,6,0,0,0,0,0,0,0,0
00043265,F,266,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00043266,F,43,6,1,0,0,258,516,6,1,0,0,0,0,0,0,0,0,0,0
00043267,M,197,4,1,0,0,1182,2364,4,1,0,0,0,0,0,0,0,0,0,0
00043268,F,176,10,2,0,0,0,1056,14,1,0,1,0,0,0,0,0,0,0,0
00043269,F,197,26,10,0,0,0,0,64,2,1,3,1,1,2,0,0,0,0,0
00043271,M,99,18,2,0,0,0,0,26,1,0,0,1,0,0,0,0,0,0,0
00043275,F,83,10,4,0,0,0,249,30,1,0,1,0,0,0,2,0,0,0,0
00043278,F,119,26,1,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0
00043280,M,86,2,2,0,129,258,516,8,2,0,0,0,0,0,0,0,0,0,0
00043282,F,327,2,2,0,491,981,1962,6,1,0,0,1,0,0,0,0,0,0,0
00043283,M,342,6,7,0,0,293,586,26,1,2,3,0,0,0,1,1,0,0,0
00043284,F,442,18,11,0,0,0,0,42,6,1,4,0,0,0,0,1,0,0,0
00043286,F,28,2,1,0,84,168,336,2,0,0,0,0,0,0,1,0,0,0,0
00043287,F,232,6,2,0,0,696,1392,8,0,0,2,0,0,0,0,1,0,0,0
00043291,M,90,16,5,0,0,0,0,40,0,0,2,2,0,0,1,1,0,0,0
00043297,F,227,6,2,0,0,681,1362,14,0,0,1,1,0,0,0,0,0,0,0
00043302,M,413,12,12,0,0,0,413,52,3,2,5,0,0,0,2,0,0,0,0
00043308,F,360,24,11,0,0,0,0,64,1,1,6,2,0,0,1,0,0,0,0
00043313,M,166,12,11,0,0,0,181,50,2,0,4,3,0,1,1,1,0,1,0
00043314,M,445,12,12,0,0,0,445,46,6,1,2,2,0,1,0,0,0,0,0
00043316,M,205,4,4,0,0,308,615,16,1,0,1,0,0,0,2,0,0,0,0
00043320,F,388,6,7,0,0,333,665,24,1,1,2,1,1,1,0,1,1,1,0
00043321,M,332,10,8,0,0,0,498,38,3,0,0,4,0,0,1,0,0,0,0
00043324,M,297,6,1,0,0,1782,3564,6,0,0,1,0,0,0,0,0,0,0,0
00043327,F,401,14,12,0,0,0,0,62,5,1,3,0,0,2,1,1,0,1,0
00043328,F,123,4,2,0,0,369,738,6,0,1,1,0,0,0,0,1,0,0,0
00043332,F,390,28,10,0,0,0,0,64,3,1,3,0,0,1,2,0,0,0,0
00043340,M,87,8,1,0,0,0,1044,8,0,0,0,0,1,0,0,0,0,0,0
00043345,M,291,2,2,0,437,873,1746,10,2,0,0,0,0,0,0,0,0,0,0
00043347,F,83,30,1,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0
00043349,M,347,16,8,0,0,0,0,44,1,2,2,1,0,1,1,0,0,0,0
